rating,title,text,date,country
5,Delivered out of sight! Greatness!,Glad I received an email about the delivery because it was well-hidden to discourage any porch thievery. I don’t when I would have found it 😊,"Oct 24, 2021",US
5,Sendle was on time and delivered right…,Sendle was on time and delivered right to my door!The email confirmation gives the option of tracking.,"Oct 22, 2021",US
5,I got my in channel vent visors for my…,I got my in channel vent visors for my Jeep renegade trailhawk super fast from you guys...I appreciate the day shipping and awesome service thank you so much,"Oct 22, 2021",US
5,I am looking for a cheapest delivery…,"I am looking for a cheapest delivery for my package to my friend and happily I've found this online. From the registration and sending my package to my friend, the whole process is easy and my friend received the package on earlier than expected. I'm happy to avail this service and looking forward to avail more it soon.","Oct 22, 2021",US
5,My package came earlier than expected,My package came earlier than expected. Love my Selena charms.,"Oct 20, 2021",US
1,Just awful service,"I work and live in a large complex that has a reception that is attended during business hours. This means that deliveries can be made even when I am not there. This usually works well and even AusPost can get it right.I recently made an online purchase only to find that it had been given to Sendle / Couriers Please (I cant work out which does what) for delivery. I knew that I would be away for a week but naively thought that a courier would be able to work out how to deliver an item to a reception area. No such luck.Sendle/Couriers Please made one attempt to deliver the item apparently couldn't work out how to deliver it to reception and sent me a sms to tell me to collect the item from a depot ""within five days"" or else the item would be returned to sender. I am not nearby - I cant get to the depot in five days.Impossible to contact the courier - I get a ""we are very busy at the moment, but will try and get back to you"" type message.So now, the item will hopefully be returned to the sender. I will have to arrange with the sender to send the item back to me (using AusPost this time).This is not the first time that I have had a problem with this mob. Had I known that they were the preferred courier I would have either instructed the sender to use AusPost or I would not have made the online purchase.I would not recommend using Sendle/Couriers Please under any circumstances.More than a week of trying to contact Sendle and so far no response - its like there is nobody there - difficult to understand how to get assistance at all. And: No the parcel has still not been received. Right now, I dont even know where it is or how to get hold of it.","Oct 20, 2021",AU
5,The Only Way to Track!!!,"Other subscription boxes should be using Sendle!  Never a problem with communicating travel history, and delivery. Clear and concise.  This is The Best!","Oct 19, 2021",US
5,Wonderful!,Fast shipping. Great product. My son already wore the shirt and it looked great!,"Oct 19, 2021",US
5,I appreciate the value pricing and…,I appreciate the value pricing and deliveries are always on time.,"Oct 18, 2021",US
5,Ordering was easy and the delivery was…,Ordering was easy and the delivery was fast.  I am always happy with the service.  I have a special color of paper that I have to use for a certain project and they have it for me.  :),"Oct 18, 2021",US
5,War Eagle,"War Eagle, Quick shipment thanks be and stay safe have a blessed day week month year...","Oct 18, 2021",US
5,Utmost ease of sending packages,For the ease of sending the package (even for the novice online users) and a great end to end solution (right from labelling to delivery confirmations) with prompt messages at every transactional point.,"Oct 18, 2021",US
5,Very fast and quick delivery,Very fast and quick delivery. The chips were not broken or the package destroyed. Thank you so much.,"Oct 16, 2021",US
5,Great service,"Great services, easy transaction and fast delivery. Would purchase from this company again.","Oct 16, 2021",US
5,Grateful for this…saves $$,"Just used for the first time for a product return. Super easy to use, and cost was a third of what the shipping store wanted to charge.","Oct 16, 2021",US
5,Speedy processing,Speedy processing. On time delivery. Great communication. Couldn’t ask for more.,"Oct 15, 2021",US
1,ZERO star if possible,"This used to be a decent company, but now it is by far the worst. No one ever shows up for pickups, I have booked, rescheduled, rescheduled, rescheduled and rescheduled again only to cancel the pick up as the driver can't seem to figure out how a building intercom and reception desk works. I live in a major metro area with parking for couriers, detailed instructions to get into the building (press a doorbell) and a fully staffed reception. Yet the guy can't be bothered to pull over and once even requested that I wait at a street corner so he doesn't have to find parking (even though parking is provided on-site) I've closed my account and would advise others to stay well away.","Oct 15, 2021",AU
1,whoever dropped off my package,"whoever dropped off my package, litterally dropped it, i heard it, i would hate if the item was fragile and broke on impact,not good service","Oct 15, 2021",AU
5,Megaphone,"I ordered this Megaphone for work, it's just what I required.  I received quick,speedy response to my order.  I will recommend viewing and purchasingbecause the price is affordable, plus Great Customer Service.","Oct 14, 2021",US
1,"If I could choose a 0 rating, I would","I run a small business in Sydney, Australia.I organised 3 international orders for pick up on the 23/09/2021. They were never picked up, I emailed sendle multiple times and they never responded to me. I had my customers questioning me about where their parcel was and why it hasn’t moved. Till this day, sendle has still not responded to me and I had to send the parcels through Australia Post, paying out of my own pocket.Oh, and on top of that… they want to email me yesterday saying that they’ve lost one of my parcels so now I have to submit a claim to get my money back for it.DO NOT EVER USE SENDLE","Oct 13, 2021",AU
5,Fast shipping,"Fast shipping, excellent packaging and item as described!","Oct 13, 2021",US
1,The worst experience ever.,"Update on my lost parcel.After numerous emails over many weeks and persistence in deciding that I will not accept the misleading responses from Sendle that my parcel was delivered to my customer I was able to ascertain that Sendle appears to be an Agent that subcontract out the freight delivery to other companies.In my case Aramex (Fastway) were the Couriers involved.After further emails to Aramex they were unable to provide any proper explanation or proof of my delivery.I eventually received a payout under the insurance claim but no explanation.Had I not persisted in making my own enquiries I would have been out of pocket several hundred dollars.Since that incident I have used Australia Post with a successful delivery in each case.The worst experience ever.DO NOT USE THEMThey claim my parcel was delivered, but the customer did not receive it.Proof of signature was a rectangle with a diagonal cross in it.I paid extra for insurance but have had no action.No responses to my numerous emails.I have been attempting to get a response for over a month, but my emails are just ignored.They promised to refund my freight costs but no credit yet.This company is a scam.No phone number to speak to someone.Suddenly received a response after writing this review. Very coincidental!,Finally received a refund of my freight cost but they will not allow a claim for the lost item even though I paid extra for insurance.They again do not reply to my emails.I had to send a replacement item at my cost to the customer and used Australia Post this time.Customer received the item without any issues.Will use Australia Post in future and pay the extra.Much cheaper for me than replacing the item and losing money.","Dec 27, 2021",AU
5,I ordered my package the other day and…,I ordered my package the other day and it's here already two / three days tops you guy are awesome..,"Oct 12, 2021",US
1,"SENDLE FRAUD, FAKE : NO ACTION ON LOST PARCEL","This is further to my previous review of Sendle. After at least 20 reminders to Sendle, they have not returned with any satisfactory answer. They said today that my two parcels SXR7HTN & SFPQ3JX were delivered and they sent me two fake pictures of doors they said the parcels were delivered. The recipients, both Professors of repute did not get it. These were books, each costing $32 plus shipping cost. Today, after reminders after reminders, Sendle sent me a note saying they would refund me $7 which does not even cover the two parcel shipping costs. What a joke ! I cannot reach them as all their so-called Customer Happiness Champions are Philippines-based and they have no idea about Australia. It is a scam, fraud, and full of deceptive conduct. There are no phone numbers I could call them. I asked them to call me.... no reply.They did not also respond to unlawful debit of my credit card on the plea that one of the parcels was bigger. It can't be as all my parcels were of the same size and weight.  They are nothing but thieves. If you ever have complaints to make and if you hear from these people ( Vera, Jackie, Paulo, and Ralph --- perhaps fake names), you can bet these are fake people from the Philippines. Stay away from Sendle. Go to Australia Post even if it costs you some extra dollars. I really wonder how on earth this fake, fraud and scam company can run in Australia. I will make a representation to ASIC. Please join me in a class action. The 5 star ratings and reviews in this page are inevitably fake and they do it themselves.","Oct 12, 2021",AU
1,They are thief's!!,They are thief's!!! Sent a parcel from south aus to another address in south Australia.. it's been 2 weeks and tracking only showing that it's been passed in to a third part sender!Scammers!! Do not use them!!,"Oct 12, 2021",AU
1,You get what you pay for with Sendle... cheap and nasty,"Second day in a row our parcel has been sitting here waiting to be picked up. You get what you pay for, and if you're running a business and care at all about your customer's experience then you will want to avoid using Sendle who in turn partner with possibly the worst courier company in Australia - Fastaway/Aramax. They may have the cheapest rates but those cheap rates match their cheap and unreliable service. Online support is completely useless, they are unable to give you any information on your parcel/driver status and have no power to effect any change. No phone number to call.I've just been able to save an established and very well known company in Sydney from dealing with the frustration and damage to their business from partnering with Sendle. Now... how many other people and businesses can I share my experience with...","Oct 12, 2021",AU
1,WORSER THAN AUSTRALIA POST,"I ordered a smartwatch from ebay. The seller sends it from Sydney to Darwin with Sendle. Been 3 weeks and no update whatsoever. I lodged an enquiry but they never replied to me. They only launched their so called ""investigation"" after the seller lodged it. Australia Post is slow but at least they update their tracking regularly and responds to enquiries. These guys however are clown and have no idea on how to run a courier company","Oct 10, 2021",AU
5,SO SIMPLE,Sendle is easy to use and has great rates!,"Oct 09, 2021",US
5,Love sendle for it's service and super…,Love sendle for it's service and super easy and helpful interface. I won't ever use another shipping app or service ever!,"Oct 09, 2021",US
5,GOOD PRODUCT,GOOD PRODUCT. IT WAS SENT IN A TIMELY QUICK MANNER. THANK YOU VERY MUCH FOR THE QUICK SERVICE!!!!,"Oct 08, 2021",US
1,A load of s*** call them no answer use…,A load of s*** call them no answer use online help no response absolute crap.,"Oct 08, 2021",AU
1,DO NOT USE SENDLE - WORST COURIER SERVICE I'VE EVER ENCOUNTERED,"I booked a parcel collection on the 30th of September after reading their garantees for pick up and delivery and thought the service looked good. Now, on the 8th of October I have still not received a single txt, email, phone call or anything, complete silence. I have logged 3 seperate enquiries through their 'contact us' form on the website, I have emailed them, I've messaged them on Facebook, and still nothing, no contact or any updates. I have had to apologise multiple times to the receiver who needs the item immediately, which I shouldnt have to do! I have specifically stayed home every single day all day since booking the collection to ensure I'm here for it to be collected, which has greatly impacted my work and life. Sendle is an absolute joke and I can only imagine they'll go out of business soon enough if this is how they run their busiess. There are already 2500 1 star reviews on here with similar complaints which comes as no surprise - The writing is on the wall. If zero stars was an option, that would still be too many. Please do yourself a favour and use any other courier service, as Sendle is scam.","Oct 07, 2021",AU
5,I satisfied customer,I plugged it up soon as I got the microphone sounds great it's a good quality Mike it is a good deal and I love it I will recommend it to my friends,"Oct 04, 2021",US
5,Sendle - my favourite postal service,"Sendle is so easy to use and is very convinient. The shipping rates are cheaper then Australia's leading couriers. Its 100% carbon free delivery (which my customers love!) and you can change the pick up date whenever you'd like and if you get orders a few times a week, no problem! Sendle will pick it up the next day!","Oct 03, 2021",AU
1,Still waiting….,"Still waiting for a package to be delivered that I ordered early September. It was never picked up on time and it still says it’s in transit. I contacted the business I purchased from and launched an investigation into the whereabouts of my package but this takes well over a week for them to complete, which means I would now be waiting for my items for over a month to arrive, if my package hasn’t been lost. I had another package delivered from the same location within Australia and had that arrive much faster with Aus Post without any issues.","Oct 02, 2021",AU
1,SCAM - AVOID!!!,"I decided to use this service instead of Aus Post as the prices were a bit lower.Sendle says they have a 100% pick up guarantee, but I have now learnt it's obviously not a guarantee that they pick up on the day you booked!Additionally, there is ZERO customer support - no live chat, no phone number... So, if you're having an issue, as I am today - you're f***ed.I really needed this parcel to go TODAY so that the buyer gets their goods on Mon- Tues, but obviously this is not going to happen as now the parcel can only get picked up on Monday (today is Friday).Useless service, won't be using again. I hate companies that offer no customer support.P.S. Reading all the other reviews here, I am not alone - this company is obviously just a scam.AVOID.","Oct 01, 2021",AU
5,Love how easy this service is to use,"Love how easy this service is to use. Competitive rates, great communication on tracking and delivery.","Sep 30, 2021",US
2,Very slow service,"Very slow service. 10 days, 10km distance between sender and receiver","Sep 30, 2021",AU
5,THANKYOU,"THANKYOU, it was very fast! You left it right on my porch, safely and I really appreciate that. THANKYOU so very much for a great job!","Sep 28, 2021",US
5,After a few rough experiences with the…,"After a few rough experiences with the USPS, it was nice to get a package via Sendle on time, un-damaged, and securely delivered.Highly recommended!","Sep 27, 2021",US
1,Worst experience EVER,"Worst experience EVER.  Still waiting for my package, it has been nearly a month, I have received things from overseas faster. They do not answer emails, have sent 3 in the last 3 weeks, they also do not have a call centre.  After reading other reviews, I don't believe that I will ever see my delivery.  I will never deal with anyone who uses Sendle ever again. Very sus about all these new 5 star reviews that have suddenly popped up over the last few days, and also cannot leave a Google review. Do not trust them.","Sep 27, 2021",AU
5,Great Job!,Great Job!! Thanks,"Sep 25, 2021",US
1,Complete liars who never collected anything,Logged 5 packages over a 2 week period for pickup - not one was picked up when booked (or at all in the end).Contacted Sendle reputedly and was told every time this would be resolved and items would be picked up that day.After almost 2 weeks of being told this we discovered locally that their courier partners in our town is closed due to COVID and have 2 months worth of undelivered packages in a warehouse in town (yet they still tried to tell me they were getting it pickup up - total lie)Ended up cancelling and using Aus Post - will never use again. Lied through their teeth for days and provided none of the services paid for,"Sep 25, 2021",AU
5,BABA SALVE PAIN RELIEF ancient indian remedy,Have been using your product for a few years with great results and I order more of your product and arrived in short order and applied right away.Thank you so much for an outstanding product.,"Sep 23, 2021",US
1,Didn’t collect parcel at all,"I used Sendle for the first time because they were cheaper than AusPost for my eBay delivery (I was the seller). They did not pick my parcel up on the day they said they would or for 2 days afterwards. There is no way to call them to follow up. I ended up having to send the parcel Express Post due to the delay, so my eBay rating was not affected. I will not be using Sendle again","Sep 23, 2021",AU
5,Great in the USA,"Not sure how it is in Australia, but in the US the experience has been great. Prices are great for everything that is above 1 lbs, anything between .5 lbs and .99 lbs is better off for first class , but still loving how optimal the service is. Being able to be carbon neutral is an amazing plus, they will inform you of when packages are delivered, and love the UI as well.","Sep 23, 2021",US
1,Very poor service,"Very poor service. No phone #. Communicates only by chatbot. Attempted to deliver (wrongly) to an address in Parramatta with same street name as the desired CBD delivery address, and is unable to perform a simple redirect or offer a depot collection point. No response since 4 days: as far as I know the package could be on its way back to the USA. No response in 4 days.","Sep 22, 2021",AU
1,"Worst Courier Company - Fraudulent behaviour, Should be investigated and Shutdown",I had 3 weeks of hell with this company.Parcels never picked on time and in 3 weeks 4 parcels were lost.Switched to Australia Post and in one month each an devery single parcel has been delivered. Signed up for MyPost Business account and you get the same price as Sendle but peace of mind that your items will be delivered on time and in one piece.The claim process is a joke and worst thing is that they fabricated evidence that the item was delivered on 26th August. I lodged a claim on 31st and they started looking in trucks and warehouses - why would you do that when you claim to have delivered the parcel on 26th??This is criminal behaviour and I'll be taking them to Consumer Affairs - not for damages for but criminal behaviour.,"Sep 22, 2021",AU
1,DO NOT USE SENDLE,"Comfortably the worst service I've ever experienced. From any business.My original package was picked up a week later than quoted, I was never told of any delays, and then the parcel was lost in transit. A month after selling my product I am now out of pocket, have an unhappy customer, and no sign of any compensation from Sendle. This was my first time using Sendle as a seller, and will be the last. I should've learnt from the bad experiences as a buyer.","Sep 22, 2021",AU
5,Affordable and Reliable Alternative,Sendle is an affordable and reliable alternative for shipping packages. Everything I have shipped to date has arrived on time or before.,"Sep 21, 2021",US
5,My package arrived early and in good…,My package arrived early and in good condition! Thank you!,"Sep 21, 2021",US
1,Sendle  stole $4000 of me during the…,Sendle  stole $4000 of me during the pandemic Sendle should be a shame of them self Got a laptop to deliver and marked and packaged and clear written on it And now it’s lost and they want to refund me the postage What’s the postage compare to a $4000,"Sep 21, 2021",AU
1,Worst courier company ever,"Sendle are useless, no body to talk to, no phone contact, I made the mistake of not asking the person sending the package not to use Sendle, have had a tractor not working because it takes two weeks to get a part from Sydney to Lismore, you can walk it in that time.","Sep 21, 2021",AU
5,Outstanding service...and reasonably…,Outstanding service...and reasonably priced.,"Sep 20, 2021",US
1,Sendle is the worst  company I have…,"Sendle is the worst  company I have ever used. I am currently waiting for my parcel to be collected 1 week after it was meant to be picked up. I have enquired multiple times to their customer service as they do not have a number you can call, no reply to any of the enquires. Their service is beyond poor.","Sep 20, 2021",AU
1,Time to talk to Consumer Affairs and get my money back,A waste of time and money. I'm going to Consumer Affairs. Feels like I'm being scammed. This has been a terrible experience and I do not recommend this to anyone. I picked Sendle because the prices were cheaper than Australia Post and someone could pick up from my home. What a complete farce. Took money from me quickly enough but I'm still waiting on the service I paid for. I will be going back to Australia Post because at least they have 7 days a week customer service online and on the phone and they've always refunded me when I've been able to prove that issues were not my fault.I've had a few small parcels ready to go for nearly a week. The courier keeps marking that the pick up was 'futile' (which means the courier is saying they tried to pick up the items but were unable to...doesn't say why though). I carefully followed all the requirements for pick up and this keeps happening. No one has been to my home in the past week to pick up any parcels so either the system they use is faulty or someone is being dishonest. I have had parcels delivered from other couriers with no problem. Sendle customer service doesn't operate on weekends and it takes them 1-2 days to get back to you. Incredibly unprofessional and I will not be using them or recommending them to anyone.,"Sep 19, 2021",AU
5,The shirt was delivered before my…,"The shirt was delivered before my payment even went thru. Soft, quality shirt for a great cause.","Sep 18, 2021",US
5,PERFECT ....,PERFECT ....DELIVER ITEM IS IN PERFECT CONDITION....THANK YOU VERY MUCH FOR YOUR PROMPT RESPOND AND AMENDED ISSUE...,"Sep 18, 2021",US
1,Terrible slow company,"Terrible slow company, 21 days and still no parcel. $30 to deliver 200kms away and still not here. No contact phone number and the online customer service is garbage. I asked the online customer support ""why 18 days in and still no delivery from 200kms away"" the support member said ""The great news is that we are still inside the expected delivery date time (which was 10days) and the reason it takes so long is because they work on the hub and spoke model""....What a load of garbage; this company is an incompetent pack of scammers. DO NOT USE THEM AS I NEVER WILL AGAIN!","Sep 27, 2021",AU
5,I was waiting for this shirt to arrive…,I was waiting for this shirt to arrive and it arrived one day earlier which was great! I just wish they would let you know if it will be delivered in the mailbox or outside your front door. I was worried when I did not notice until later in the night that it was delivered and thought it might have gotten stolen. Oh and I can feel the great quality already!!,"Sep 17, 2021",US
5,Fantastic fast reliable reasonably…,Fantastic fast reliable reasonably priced. Small Business using this cuts shipping in half.,"Sep 16, 2021",US
1,The worst shipping company in California,"The worst. I tried subscription through Earthly Pet - my dogs love the bones but shipping is 4 days delayed and previously, packages arrived completely torn. Sendle should just close down, they can't even manage regular deliveries through USPS. They are using some off brand courier named GLS. They have now launched an ""investigation"" into the whereabouts of the package. This reflects badly on Earthly Pet too. They deserve a 1 star for going with this horrible shipper.","Sep 16, 2021",US
1,Parcel not picked up for over one week…,"Parcel not picked up for over one week sitting at agent. I picked it up, (got back parcel) and sent with Australia post.  I've been trying to get a refund on my purchase postage label (big  box so expensive cost) I have sent 4 emails (one everyday) and no one will respond.  This company is a joke.  There is no phone no. for contact, only online enquiry form which never get answered,  Steer well clear of these clowns.","Sep 16, 2021",AU
1,I have been waiting for a week for a…,I have been waiting for a week for a pickup - no one has arrived and the customer service is terrible,"Sep 16, 2021",AU
1,Poor Experience with Sendle.,"My package was registered online with Sendle and left at the front door for collection with a Sendle label. Sendle sent a courier to collect the package, who did not arrive on the specified day. Sendle then sent a “dedicated” courier to collect the package the following day. When I checked with the recipient the following week I found that it was not delivered. I requested an investigation and Sendle denied that they had collected the package. Then Sendle also claimed that as it was not properly registered by their courier, they refused to send me insurance claim forms.  We were home during this entire period and never informed us of any problem. After 3 weeks, I  insisted on an additional search and to their credit the package actually turned up and was finally delivered a month late. So, in essence they collected the package, lost it, denied me the insurance cover that I paid for because they did not record the collection correctly. Significant failures for a courier company. They were difficult to communicate with, have no telephone contacts on their website and their “Customer Happiness Champions” were only interested in covering up Sendle’s failures. Will not be using them again.","Sep 16, 2021",AU
1,No Customer service or support,No Customer service or support. No replies to emails. Just rubbish all round,"Sep 15, 2021",AU
1,This is a worst delivering company I've…,"This is a worst delivering company I've ever worked with. My package was never picked, I wrote email, tried to contact any way for weeks  but turned out they don't even have a contact number or online chat, and 5ye only reply to an email is an automatic response. They won't resolve any issues and won't refund you. Even thought they say they will. I lost all patience. Terrible service and would not order from them ever again or recommend anyone.","Sep 14, 2021",AU
5,My package arrived safely while I was…,My package arrived safely while I was out.,"Sep 14, 2021",US
5,Great and aging  lotion,Great and aging  lotion.  Love it a lot. Thanks again,"Sep 13, 2021",US
5,I can’t believe I received this fabric…fabric within days of ordering,I can’t believe I received this fabric before I was an other year older. So fast. I received it within day of ordering not weeks. I will order from this fabric place again. This has happened 3 times and I received it within days. I’m thrilled.   Good job,"Sep 13, 2021",US
1,Very slow and bad update,"Very slow and bad update, no customer service,I’ve ordered a webcam. And it was written on their site that it is schedule for pick up on the 6th of September then on the 10th they updated it to ready for pick up on the 13th, it’s the 14th of September in 4hours and still no update that it has been picked up, seriously if there is ni lockdown I would’ve picked it up myself. That’s only 40mins away from my house . Not recommended","Sep 13, 2021",AU
5,I have used sendle over a year and LOVE…,"I have used sendle over a year and LOVE the service.  They are reliable,  trustworthy, and a great value.  I'm saving so much on shipping, can brag on the carbon-neutral features, and know my packages will arrive with great and thorough tracking.  Really like the compostable mailers too!","Sep 13, 2021",US
5,GOOD AFFORDABLE AND EASY TO USE…,"GOOD AFFORDABLE AND EASY TO USE SERVICE,ALSO FAST DELIVERY,IF YOU NEED A BETTER DELIVERY SERVICE THAN USPS TRY  USING SENDLE.","Sep 12, 2021",US
1,We are a small business which has been…,"We are a small business which has been using Sendle for sometime with mostly good results until they lost one of our packages and needed to make a claim. We discovered after a couple of years a paying extra for insurance, that the items we were posting were not actually insured, yes, our fault for not reading that tiny small print, but Sendle has been accepting our additional payments for extra insurance with no objection. When the parcel couldn't be found they refunded our postage, but not the extra money we paid for insurance. After more careful reading of the small print, basically nothing is covered under insurance. Very disappointing.","Sep 10, 2021",AU
5,Excellent Courier Booking Platform,"Excellent courier booking platform with no issues or problems whatsoever and way more cheaper/quicker than sending your parcel thru your local post office! I had a pleasant experience with the service and definitely use it again in the near future! I highy recommend to anyone looking for a hassle free courier service to send their parcels, I can guarantee, in my case, worked perfectly! Thanks Sendle for this great and useful courier service platform! AAAAA+++++","Sep 10, 2021",AU
5,Super fast service ..,Super fast service ... Thanks!,"Sep 09, 2021",US
5,Will order again!,I really want to thank you guys so much for my order! My box came damaged as if someone either punched or kicked the box in. I was worried about the items inside as I ordered fragile items. The packaging was so well thought out and each item wrapped so well that everything was perfectly intact. I could not be more happy! Thank you very much to your team! I will be ordering again! 100% highly recommended. Thank you again!,"Sep 09, 2021",US
5,"My package was delivered promptly and it was a positive, hassle-free experience!","My package was delivered in a prompt and timely fashion! The driver followed my instructions and, as requested, left the package where I asked him/her to leave it. It was a smooth, positive, hassle-free experience! Thank you, Sendle!","Sep 06, 2021",US
1,If you want your business ruined,"If you want your business ruined, your packages lost or delivered to the wrong address, use this company. These guys are worse than cowboys. NOT EVEN A PHONE NUMBER. WHAT COMPANY DOES'NT HAVE A PHONE NUMBER??  Pathetic.","Sep 03, 2021",AU
1,Absolutely no customer service,Absolutely no customer service. They have no contact number and no online chat. You can only contact them by email and the only reply you get is an automated reply. When they get it right it's great but that only happens 50% of the time. A very frustrating service.,"Sep 03, 2021",AU
5,Really helpful to have your meds sent…,Really helpful to have your meds sent to your home.No need to drive. So easy just making a phone call. They take care of all the fuss!,"Sep 02, 2021",US
5,Easy,"Easy, reliable service.","Sep 02, 2021",AU
5,"First time user, happy :)","This was my first time using Sendle, a quick print of the label and drop off at the post office made this service a breeze. The package arrived from Washington state to Virginia in two days time. I will be using this service to send packages again.","Sep 01, 2021",US
5,very pleased with the shipping of my…,very pleased with the shipping of my package. I was kept up to date on the delivery. It was most definitely quicker than we had anticipated.,"Sep 01, 2021",US
1,Extremely slow delivery,Extremely slow delivery. Sender was located about 10km from delivery address but even after 3 days it still hasn’t been delivered.  Avoid this company,"Sep 01, 2021",AU
5,They were fast and efficient!,They were fast and efficient!Very pleased,"Aug 31, 2021",US
1,What a disgrace this company is,"What a disgrace this company is, No wonder they are offering discounted shipping! Communication is non existent, parcels are not collected or delivered and as a small business this can ruin us. Does anyone even work for sendle???? What a amateur outfit and I feel like place this is a podcast of the future.","Aug 31, 2021",AU
1,I been waiting 2 days for this company…,I been waiting 2 days for this company to come pick up parcel. No calls nothing. They expect me to sit at home 8am to 6pm for pick up. I put my life on hold yes but no pick up no live chat no response to emails no contact number. I am soo regretting using this company,"Aug 31, 2021",AU
1,O M G Due for cremation with my dead…,"O M G Due for cremation with my dead sister we sent a jumper to the funeral parlour. Now, this funeral parlour is one of four units in a large space of land and it is at the end and it is HUGE and yuo can't miss it. Address was on the package but not the unit number. You can see the thing from miles away on the road and it definitely DID NOT NEED the unit number, and BTW, there were SIGNS EVERYWHERE for the funeral parlour. Did he leave the parcel for them? No. Couldn't be bloody bothered and said ""no unit number on package"". Did the guy even read that it was to the funeral parlour? COULD HAVE RUNG ME. COULD HAVE DONE SOMETHING. BLOODY DISRESPECTFUL DISGUSTING LAZY COURIER.","Aug 31, 2021",AU
1,Unhappy with my mobile phone being left…,Unhappy with my mobile phone being left on top of mail box. It would have very easily fitted in the unlocked mail box. I was also home had he of come to the door. I will next be asking which courier the sender uses.,"Aug 30, 2021",AU
1,I wouldn’t even rate the 1 star,"I wouldn’t even rate the 1 star. No phone number to call, Dashboard does not update missing parcels, Cannot speak to a human ragarding concerns.DO NOT USE SENDLE! Bad business reviews will come your way as parcels cannot be located, No communication and money for goods gone! Parcels just simply go missing!!! I have had feedback that even their own drivers say how bad SENDLE is. VERY BAD.","Aug 30, 2021",AU
1,0 stars if I could,"You might get a good run with them for a while, but once something goes wrong good luck getting it resolved.Missed pickups, items missing in transit and useless customer service was my experience.With an eCommerce startup, I was lured in by a good Shopify integration, parcel pickup and competitive prices. Don't be fooled.They use a network of couriers to move parcels around. Expect as many as 3 or 4 pickups per day with different couriers that could arrive anywhere between 8 am - 6 pm. Don't expect all of those pickups to happen though, and don't bother following up with support if a pickup driver doesn't turn up.You can email them anytime, just don't ever expect a response, well, not within a week anyway. They have a live chat available for a few hours per day, but it's not always available when it should be. If you do manage to get onto the live chat the customer service can't provide more info than you can see on your dashboard and can't do anything except ""pass your feedback on"". It's not worth your time to follow up.I recommend you do NOT use Sendle.","Aug 30, 2021",AU
5,I received my package earlier than…,"I received my package earlier than expected.   I think Chewy Red Hots are better than Hot Tamales, but you can't buy Chewy Red Hots anywhere I know.   You can buy them around Valentine's Day, heart-shaped, but that's a ways off.   And they're fresh.    Only complaint, I had to buy 12 boxes.   I could do a box a month.   Well, I better slow down with this first box if that's the plan.","Aug 27, 2021",US
5,Great Service,"Very impressed with this shipper.  First time I had a delivery from them and they did well.  Actually cut a couple of days off of the estimate from the seller.  Good job, guys!!!","Aug 26, 2021",US
5,Adorable outfit and super fast…,Adorable outfit and super fast shipment! I’m really happy! Thank u!,"Aug 25, 2021",US
5,Super fast shipping,Super fast shipping!  Excellent condition shorts exactly as described.  Thank you!,"Aug 24, 2021",US
5,Shipping was fast and shipping…,Shipping was fast and shipping information was always available.,"Aug 24, 2021",US
5,This medication was back ordered…,This medication was back ordered everywhere but PetMedMart so I was skeptical but it arrived fast with great communication.,"Aug 24, 2021",US
5,Great service and easy to use!,"I've been using Sendle for a couple of months. The service is great, easy to use and good value. I love they are a carbon neutral business!","Aug 23, 2021",US
5,Super easy to use,"Super easy to use, efficient, affordable, and great customer service. I highly suggest using Sendle.","Aug 22, 2021",US
5,LOVED the updates and appreciate the…,LOVED the updates and appreciate the speedy service!,"Aug 22, 2021",US
5,Great experience with these guys,Great experience with these guys!  Great price for good shoes. Shipped super fast and in time for school. Thank you!,"Aug 21, 2021",US
5,This seller doesn't mess around the…,This seller doesn't mess around the packages were in the mill within 3 hours of purchase recently a purchase received my package almost 48 hours afterwards super fast and couldn't be happier!!!,"Aug 21, 2021",US
1,Rubbish service posted something that…,"Rubbish service posted something that was weighed 16.8kg they picked it up after waiting 3 days ,then 5 days later tracking said it was over 25kgs and was getting sent back no one phoned me as it was all lies parcel sat somewhere  who knows where for 10 days meanwhile I’m trying to get answers but all’s I was getting was slow talking Chinese American I cannot understand tell me my parcel was on it way back and they were personally taking care of it not once did someone from Australia call me about my parcel so after 21 days parcel arrives home package cracked and I payed for that servicePffft australia is getting worseSendle don’t care about customer service there happy to lie to customers and happy to waste 21 days of someones time  Complaint filed with fair trading This company shouldn’t be trading there service is nothing short of absolute rubbish sendles owner probably a millionaire from ripping people offStay away well away","Aug 20, 2021",AU
1,Parcel wasn't even picked up for almost…,Parcel wasn't even picked up for almost a week now. No response even after emailing them. Very disappointed!,"Aug 20, 2021",AU
5,Easy Breezy Experience,Easy Breezy ExperienceI placed my order less than a week ago and was pleasantly surprised to see the delivery at my doorstep less than a week later. I'm super happy with my experience and will certainly return for future orders!,"Aug 19, 2021",US
1,APPALLING SERVICE!! AVOID AT ALL COSTS!!!,APPALLING SERVICE!! NO RESPONSE TO E-MAILS! Tracking is abysmal!Price guarantee is a load of rubbish!AVOID AT ALL COSTS!!!,"Aug 19, 2021",AU
5,Awesome,Fast shipping great pricing and just as described! PBK had lost ours and although they refunded this lunchbox was then sold out so this made my little boys day!,"Aug 19, 2021",US
