rating,title,text,date,processed_text
5,I have used sendle over a year and LOVE…,"I have used sendle over a year and LOVE the service.  They are reliable,  trustworthy, and a great value.  I'm saving so much on shipping, can brag on the carbon-neutral features, and know my packages will arrive with great and thorough tracking.  Really like the compostable mailers too!","Sep 13, 2021",used sendle year love service reliable trustworthy great value saving much shipping brag feature know package arrive great thorough tracking really like compostable mailer
5,GOOD AFFORDABLE AND EASY TO USE…,"GOOD AFFORDABLE AND EASY TO USE SERVICE,ALSO FAST DELIVERY,IF YOU NEED A BETTER DELIVERY SERVICE THAN USPS TRY  USING SENDLE.","Sep 12, 2021",good affordable easy use service also fast delivery need better delivery service usps try using sendle
1,We are a small business which has been…,"We are a small business which has been using Sendle for sometime with mostly good results until they lost one of our packages and needed to make a claim. We discovered after a couple of years a paying extra for insurance, that the items we were posting were not actually insured, yes, our fault for not reading that tiny small print, but Sendle has been accepting our additional payments for extra insurance with no objection. When the parcel couldn't be found they refunded our postage, but not the extra money we paid for insurance. After more careful reading of the small print, basically nothing is covered under insurance. Very disappointing.","Sep 10, 2021",small business using sendle sometime mostly good result lost one package needed make claim discovered couple year paying extra insurance item posting actually insured yes fault reading tiny small print sendle accepting additional payment extra insurance objection parcel could found refunded postage extra money paid insurance careful reading small print basically nothing covered insurance disappointing
5,Excellent Courier Booking Platform,"Excellent courier booking platform with no issues or problems whatsoever and way more cheaper/quicker than sending your parcel thru your local post office! I had a pleasant experience with the service and definitely use it again in the near future! I highy recommend to anyone looking for a hassle free courier service to send their parcels, I can guarantee, in my case, worked perfectly! Thanks Sendle for this great and useful courier service platform! AAAAA+++++","Sep 10, 2021",excellent courier booking platform issue problem whatsoever way sending parcel thru local post office pleasant experience service definitely use near future highy recommend anyone looking hassle free courier service send parcel guarantee case worked perfectly thanks sendle great useful courier service platform
5,Super fast service ..,Super fast service ... Thanks!,"Sep 9, 2021",super fast service thanks
5,Will order again!,I really want to thank you guys so much for my order! My box came damaged as if someone either punched or kicked the box in. I was worried about the items inside as I ordered fragile items. The packaging was so well thought out and each item wrapped so well that everything was perfectly intact. I could not be more happy! Thank you very much to your team! I will be ordering again! 100% highly recommended. Thank you again!,"Sep 9, 2021",really want thank guy much order box came damaged someone either punched kicked box worried item inside ordered fragile item packaging well thought item wrapped well everything perfectly intact could happy thank much team ordering 100 highly recommended thank
5,"My package was delivered promptly and it was a positive, hassle-free experience!","My package was delivered in a prompt and timely fashion! The driver followed my instructions and, as requested, left the package where I asked him/her to leave it. It was a smooth, positive, hassle-free experience! Thank you, Sendle!","Sep 6, 2021",package delivered prompt timely fashion driver followed instruction requested left package asked leave smooth positive experience thank sendle
1,If you want your business ruined,"If you want your business ruined, your packages lost or delivered to the wrong address, use this company. These guys are worse than cowboys. NOT EVEN A PHONE NUMBER. WHAT COMPANY DOES'NT HAVE A PHONE NUMBER??  Pathetic.","Sep 3, 2021",want business ruined package lost delivered wrong address use company guy worse cowboy even phone number company phone number pathetic
1,Absolutely no customer service,Absolutely no customer service. They have no contact number and no online chat. You can only contact them by email and the only reply you get is an automated reply. When they get it right it's great but that only happens 50% of the time. A very frustrating service.,"Sep 3, 2021",absolutely customer service contact number online chat contact email reply get automated reply get right great happens 50 time frustrating service
5,Really helpful to have your meds sent…,Really helpful to have your meds sent to your home.No need to drive. So easy just making a phone call. They take care of all the fuss!,"Sep 2, 2021",really helpful med sent need drive easy making phone call take care fuss
5,Easy,"Easy, reliable service.","Sep 2, 2021",easy reliable service
5,"First time user, happy :)","This was my first time using Sendle, a quick print of the label and drop off at the post office made this service a breeze. The package arrived from Washington state to Virginia in two days time. I will be using this service to send packages again.","Sep 1, 2021",first time using sendle quick print label drop post office made service breeze package arrived washington state virginia two day time using service send package
5,very pleased with the shipping of my…,very pleased with the shipping of my package. I was kept up to date on the delivery. It was most definitely quicker than we had anticipated.,"Sep 1, 2021",pleased shipping package kept date delivery definitely quicker anticipated
1,Extremely slow delivery,Extremely slow delivery. Sender was located about 10km from delivery address but even after 3 days it still hasn’t been delivered.  Avoid this company,"Sep 1, 2021",extremely slow delivery sender located 10km delivery address even 3 day still delivered avoid company
5,They were fast and efficient!,They were fast and efficient!Very pleased,"Aug 31, 2021",fast efficient pleased
1,What a disgrace this company is,"What a disgrace this company is, No wonder they are offering discounted shipping! Communication is non existent, parcels are not collected or delivered and as a small business this can ruin us. Does anyone even work for sendle???? What a amateur outfit and I feel like place this is a podcast of the future.","Aug 31, 2021",disgrace company wonder offering discounted shipping communication non existent parcel collected delivered small business ruin u anyone even work sendle amateur outfit feel like place podcast future
1,I been waiting 2 days for this company…,I been waiting 2 days for this company to come pick up parcel. No calls nothing. They expect me to sit at home 8am to 6pm for pick up. I put my life on hold yes but no pick up no live chat no response to emails no contact number. I am soo regretting using this company,"Aug 31, 2021",waiting 2 day company come pick parcel call nothing expect sit home 8am 6pm pick put life hold yes pick live chat response email contact number soo regretting using company
1,O M G Due for cremation with my dead…,"O M G Due for cremation with my dead sister we sent a jumper to the funeral parlour. Now, this funeral parlour is one of four units in a large space of land and it is at the end and it is HUGE and yuo can't miss it. Address was on the package but not the unit number. You can see the thing from miles away on the road and it definitely DID NOT NEED the unit number, and BTW, there were SIGNS EVERYWHERE for the funeral parlour. Did he leave the parcel for them? No. Couldn't be bloody bothered and said ""no unit number on package"". Did the guy even read that it was to the funeral parlour? COULD HAVE RUNG ME. COULD HAVE DONE SOMETHING. BLOODY DISRESPECTFUL DISGUSTING LAZY COURIER.","Aug 31, 2021",g due cremation dead sister sent jumper funeral parlour funeral parlour one four unit large space land end huge yuo ca miss address package unit number see thing mile away road definitely need unit number btw sign everywhere funeral parlour leave parcel could bloody bothered said unit number package guy even read funeral parlour could rung could done something bloody disrespectful disgusting lazy courier
1,Unhappy with my mobile phone being left…,Unhappy with my mobile phone being left on top of mail box. It would have very easily fitted in the unlocked mail box. I was also home had he of come to the door. I will next be asking which courier the sender uses.,"Aug 30, 2021",unhappy mobile phone left top mail box would easily fitted unlocked mail box also home come door next asking courier sender us
1,I wouldn’t even rate the 1 star,"I wouldn’t even rate the 1 star. No phone number to call, Dashboard does not update missing parcels, Cannot speak to a human ragarding concerns.DO NOT USE SENDLE! Bad business reviews will come your way as parcels cannot be located, No communication and money for goods gone! Parcels just simply go missing!!! I have had feedback that even their own drivers say how bad SENDLE is. VERY BAD.","Aug 30, 2021",even rate 1 star phone number call dashboard update missing parcel speak human ragarding use sendle bad business review come way parcel located communication money good gone parcel simply go missing feedback even driver say bad sendle bad
1,0 stars if I could,"You might get a good run with them for a while, but once something goes wrong good luck getting it resolved.Missed pickups, items missing in transit and useless customer service was my experience.With an eCommerce startup, I was lured in by a good Shopify integration, parcel pickup and competitive prices. Don't be fooled.They use a network of couriers to move parcels around. Expect as many as 3 or 4 pickups per day with different couriers that could arrive anywhere between 8 am - 6 pm. Don't expect all of those pickups to happen though, and don't bother following up with support if a pickup driver doesn't turn up.You can email them anytime, just don't ever expect a response, well, not within a week anyway. They have a live chat available for a few hours per day, but it's not always available when it should be. If you do manage to get onto the live chat the customer service can't provide more info than you can see on your dashboard and can't do anything except ""pass your feedback on"". It's not worth your time to follow up.I recommend you do NOT use Sendle.","Aug 30, 2021",might get good run something go wrong good luck getting pickup item missing transit useless customer service ecommerce startup lured good shopify integration parcel pickup competitive price use network courier move parcel around expect many 3 4 pickup per day different courier could arrive anywhere 8 6 pm expect pickup happen though bother following support pickup driver turn email anytime ever expect response well within week anyway live chat available hour per day always available manage get onto live chat customer service ca provide info see dashboard ca anything except pas feedback worth time follow recommend use sendle
5,I received my package earlier than…,"I received my package earlier than expected.   I think Chewy Red Hots are better than Hot Tamales, but you can't buy Chewy Red Hots anywhere I know.   You can buy them around Valentine's Day, heart-shaped, but that's a ways off.   And they're fresh.    Only complaint, I had to buy 12 boxes.   I could do a box a month.   Well, I better slow down with this first box if that's the plan.","Aug 27, 2021",received package earlier expected think chewy red hots better hot tamale ca buy chewy red hots anywhere know buy around valentine day way fresh complaint buy 12 box could box month well better slow first box plan
5,Great Service,"Very impressed with this shipper.  First time I had a delivery from them and they did well.  Actually cut a couple of days off of the estimate from the seller.  Good job, guys!!!","Aug 26, 2021",impressed shipper first time delivery well actually cut couple day estimate seller good job guy
5,Adorable outfit and super fast…,Adorable outfit and super fast shipment! I’m really happy! Thank u!,"Aug 25, 2021",adorable outfit super fast shipment really happy thank u
5,Super fast shipping,Super fast shipping!  Excellent condition shorts exactly as described.  Thank you!,"Aug 24, 2021",super fast shipping excellent condition short exactly described thank
5,Shipping was fast and shipping…,Shipping was fast and shipping information was always available.,"Aug 24, 2021",shipping fast shipping information always available
5,This medication was back ordered…,This medication was back ordered everywhere but PetMedMart so I was skeptical but it arrived fast with great communication.,"Aug 24, 2021",medication back ordered everywhere petmedmart skeptical arrived fast great communication
5,Great service and easy to use!,"I've been using Sendle for a couple of months. The service is great, easy to use and good value. I love they are a carbon neutral business!","Aug 23, 2021",using sendle couple month service great easy use good value love carbon neutral business
5,Super easy to use,"Super easy to use, efficient, affordable, and great customer service. I highly suggest using Sendle.","Aug 22, 2021",super easy use efficient affordable great customer service highly suggest using sendle
5,LOVED the updates and appreciate the…,LOVED the updates and appreciate the speedy service!,"Aug 22, 2021",loved update appreciate speedy service
5,Great experience with these guys,Great experience with these guys!  Great price for good shoes. Shipped super fast and in time for school. Thank you!,"Aug 21, 2021",great experience guy great price good shoe shipped super fast time school thank
5,This seller doesn't mess around the…,This seller doesn't mess around the packages were in the mill within 3 hours of purchase recently a purchase received my package almost 48 hours afterwards super fast and couldn't be happier!!!,"Aug 21, 2021",seller mess around package mill within 3 hour purchase recently purchase received package almost 48 hour afterwards super fast could happier
1,Rubbish service posted something that…,"Rubbish service posted something that was weighed 16.8kg they picked it up after waiting 3 days ,then 5 days later tracking said it was over 25kgs and was getting sent back no one phoned me as it was all lies parcel sat somewhere  who knows where for 10 days meanwhile I’m trying to get answers but all’s I was getting was slow talking Chinese American I cannot understand tell me my parcel was on it way back and they were personally taking care of it not once did someone from Australia call me about my parcel so after 21 days parcel arrives home package cracked and I payed for that servicePffft australia is getting worseSendle don’t care about customer service there happy to lie to customers and happy to waste 21 days of someones time  Complaint filed with fair trading This company shouldn’t be trading there service is nothing short of absolute rubbish sendles owner probably a millionaire from ripping people offStay away well away","Updated Aug 20, 2021",rubbish service posted something weighed picked waiting 3 day 5 day later tracking said 25kgs getting sent back one phoned lie parcel sat somewhere know 10 day meanwhile trying get answer getting slow talking chinese american understand tell parcel way back personally taking care someone australia call parcel 21 day parcel arrives home package cracked payed servicepffft australia getting worsesendle care customer service happy lie customer happy waste 21 day someone time complaint filed fair trading company trading service nothing short absolute rubbish sendles owner probably millionaire ripping people offstay away well away
1,Parcel wasn't even picked up for almost…,Parcel wasn't even picked up for almost a week now. No response even after emailing them. Very disappointed!,"Aug 20, 2021",parcel even picked almost week response even emailing disappointed
5,Easy Breezy Experience,Easy Breezy ExperienceI placed my order less than a week ago and was pleasantly surprised to see the delivery at my doorstep less than a week later. I'm super happy with my experience and will certainly return for future orders!,"Aug 19, 2021",easy breezy experiencei placed order less week ago pleasantly surprised see delivery doorstep less week later super happy experience certainly return future order
1,APPALLING SERVICE!! AVOID AT ALL COSTS!!!,APPALLING SERVICE!! NO RESPONSE TO E-MAILS! Tracking is abysmal!Price guarantee is a load of rubbish!AVOID AT ALL COSTS!!!,"Aug 19, 2021",appalling service response tracking abysmal price guarantee load rubbish avoid cost
5,Awesome,Fast shipping great pricing and just as described! PBK had lost ours and although they refunded this lunchbox was then sold out so this made my little boys day!,"Aug 19, 2021",fast shipping great pricing described pbk lost although refunded lunchbox sold made little boy day
1,Parcel wasn't even picked up after 2…,Parcel wasn't even picked up after 2 days of waiting. No update from the Sendle team and no response even after getting in touch with them. HIGHLY WOULD NOT RECOMMEND.,"Aug 19, 2021",parcel even picked 2 day waiting update sendle team response even getting touch highly would recommend
1,The courier supposedly tried to deliver…,"The courier supposedly tried to deliver my parcel... I am working from home and where I sit I look out the window at where any courier would pull up to make a delivery. Ok, so its possible I went to the toilet however they also supposedly left a card... No card!The email they send says you need a card number to try to get it redelivered but how can I with no card. I tried calling, took the option for a call back that never came and then went round and round their phone queue with no one ever answering, an hour later I hung up. I then sent a support request which has also been ignored.So perhaps Sendle need to use better couriers (Couriers Please) but either way I paid for my goods and I paid for delivery. I eventually tried looking at the tracking and it has given me an option to request redelivery, why they don't give you that option in the attempted delivery email I don't know... So now I wait to see if they may or may not attempt to deliver again...So a day later...After requesting redelivery I get a text message from a random mobile number referencing somebody I have never heard of telling me my parcel is ready for collection at some random newsagents that is luckily when I look them up on Google I can see the connection to the company I bought from and also luckily for me I guess the newsagent is within a 5km radius of my home...I have never had such a bad experience with delivery, If I could give them a zero I would.","Updated Aug 19, 2021",courier supposedly tried deliver parcel working home sit look window courier would pull make delivery ok possible went toilet however also supposedly left card card email send say need card number try get redelivered card tried calling took option call back never came went round round phone queue one ever answering hour later hung sent support request also perhaps sendle need use better courier courier please either way paid good paid delivery eventually tried looking tracking given option request redelivery give option attempted delivery email know wait see may may attempt deliver day later requesting redelivery get text message random mobile number referencing somebody never heard telling parcel ready collection random newsagent luckily look google see connection company bought also luckily guess newsagent within 5km radius home never bad experience delivery could give zero would
1,Very poor and unprofessional customer service,"I have been using Sendle for at least 12 months. The pick ups have never been a problem, because it's not Sendle, a private courier. Had one problem delivery and I have been amazed how difficult it is to get a message to them and get a live chat. No phone number and no live chat. Keep getting robots. Sorry, but this is not acceptable. Looks like Australia Post now gets all my business.Very disappointing.","Aug 18, 2021",using sendle least 12 month pick ups never problem sendle private courier one problem delivery amazed difficult get message get live chat phone number live chat keep getting robot sorry acceptable look like australia post get disappointing
5,This is my first purchase and I am…,This is my first purchase and I am absolutely happy with my purchase. Quick shipping will definitely do business again I highly recommend 🙂👍💯%,"Aug 17, 2021",first purchase absolutely happy purchase quick shipping definitely business highly recommend
1,No good (yes my 1st trustpilot review is for you because I am not happy),"No good and need improvement if you want to win more marketI have a parcel needs to be sent urgently but they ""missed"" two pickups. No one called or pressed doorbell at all but the courier/system said they missed it. Rescheduled it for the next day (Friday), nothing happened the whole day and now (Saturday) but the dashboard still showing ""scheduled pickup on Friday"" ?????? OMGNo way to phone support.Auto-response said I can do chat but I tried 3 different browsers but nothing Chat button came up.No luck, no love, plan to go Auspost and will have to carefully think about your service before next booking.","Updated Aug 13, 2021",good need improvement want win marketi parcel need sent urgently missed two pickup one called pressed doorbell said missed rescheduled next day friday nothing happened whole day saturday dashboard still showing scheduled pickup friday omgno way phone said chat tried 3 different browser nothing chat button came luck love plan go auspost carefully think service next booking
1,Be very careful using Sendle,"i have a Sendle account i run an online business so send numerous packages, i have experienced non pick up of parcels with no explanation just standard relies, we are investigating, i have dropped parcels off at Sendle depots only to find they have sat around for many days, i have had parcels take over 2 weeks to be delivered to my customers, the chat line is more often than not offline, you cannot actually get to talk to a human being, and no matter how many complaints you lodge its always the same replies and nothing gets resolved, yes there are also good times good deliveries  but its honestly Buyer and seller beware its hot and miss","Aug 13, 2021",sendle account run online business send numerous package experienced non pick parcel explanation standard relies investigating dropped parcel sendle depot find sat around many day parcel take 2 week delivered customer chat line often offline actually get talk human matter many complaint lodge always reply nothing get resolved yes also good time good delivery honestly buyer seller beware hot miss
5,The shipping of my package was very…prompt,The shipping of my package was very swift and they delivered it to my front door. The tracking information was very good and accurate.,"Aug 12, 2021",shipping package swift delivered front door tracking information good accurate
5,B.M.T. 1st via Sendle,"Unlike many others B.M.T. aka Burn Me Twice experience was stellar.  Granted it's our first shipment via this avenue, but we see a prosperous venture in the future.","Updated Aug 12, 2021",unlike many others aka burn twice experience stellar granted first shipment via avenue see prosperous venture future
1,Absolute joke of a company,"Absolute joke of a company, I dropped off a parcel on Friday morning and sendle tracking shows it was scanned at the drop off. I go to the same drop off on Monday for another parcel and told the one I dropped off Friday was collected. I wait until today and look at the tracking again to see a message ""it looks like your parcel wasn't picked up and we are looking into it etc"" I contact sendle via chat and get fake empathy and asked a million questions about the details.I inform the chat consultant that I have attended the drop off point and have been advised pick up happened. I get response can I ask how you know this? Umm I just told you... I also advise that the shop has cameras so it will show the item picked up.I get we will launch an investigation and get back to you within 7 days. This is simply not good enough! Avoid this company at all costs, I will be taking this to the media, ACCC, fair trading, and the ombudsman as apparently their drivers are instructed to scan on pick up but clearly not happening when reading various reviews. Stick to Aust Post might be a touch more expensive but at least they can get the basics of scanning correct.","Aug 10, 2021",absolute joke company dropped parcel friday morning sendle tracking show scanned drop go drop monday another parcel told one dropped friday collected wait today look tracking see message look like parcel picked looking etc contact sendle via chat get fake empathy asked million question inform chat consultant attended drop point advised pick happened get response ask know umm told also advise shop camera show item picked get launch investigation get back within 7 day simply good enough avoid company cost taking medium accc fair trading ombudsman apparently driver instructed scan pick clearly happening reading various review stick aust post might touch expensive least get basic scanning correct
5,Great Servoce,I was very impressed with how quickly our order came and the packaging was perfect.,"Aug 9, 2021",impressed quickly order came packaging perfect
5,Sendle did a great job keeping me…,Sendle did a great job keeping me informed on the location of my parcel.   They sent me several updates regarding the progress of my shipment.,"Aug 9, 2021",sendle great job keeping informed location parcel sent several update regarding progress shipment
1,stay away from them.nothing but…,stay away from them.nothing but frustration and grief.bunch of lazy disorganised clowns.Any company that will not speak to you is not worth dealing with.,"Aug 6, 2021",stay away frustration lazy disorganised company speak worth dealing
5,I have been using sendle since last year…,I have been using sendle since last year an save a ton of time and money shipping during unpredictable times and now I really enjoy the benefit of growing other ecommerce stores.,"Aug 5, 2021",using sendle since last year save ton time money shipping unpredictable time really enjoy benefit growing ecommerce store
5,Packaged with care,"Packaged with care. Great product, cant wait to hang it up!!","Aug 4, 2021",packaged care great product cant wait hang
1,Poor service unprofessional and misleading,Sent a package which they claim was delivered but it wasn't.  We had taken additional insurance which does not cover it because the package was delivered.  They cannot tell us where it was delivered too or placed I would not recommend them to anyone.  You cannot call them to discuss problems everything via email and mostly you receive a standard reply with no thought put into it.,"Aug 4, 2021",sent package claim delivered taken additional insurance cover package delivered tell u delivered placed would recommend anyone call discus problem everything via email mostly receive standard reply thought put
2,No real ability to help,"Booked something with Aramex which was then supposed to be picked up the next day. When it was not picked up I contacted them and was told that the driver had scanned in that they turned up to collect the package but it was not ready. No-one actually turned up as I was sitting in a room looking over the only entrance to the property and next to the door that they would have had to knock on. I suspect that the lazy so-and-so of a driver simply drove past or perhaps didn't even do that. Contacted Sendle and it's clear that they have no ability to really do much to help as they are at the mercy of the courier company and they clearly have no influence or power in the matter.I like the idea of Sendle but you have no choice over the courier company and if you end up with someone rubbish like Aramex, there's not much they can do to help you.","Aug 4, 2021",booked something aramex supposed picked next day picked contacted told driver scanned turned collect package ready actually turned sitting room looking entrance property next door would knock suspect lazy driver simply drove past perhaps even contacted sendle clear ability really much help mercy courier company clearly influence power like idea sendle choice courier company end someone rubbish like aramex much help
5,If I could give them 10 stars I would,If I could give them 10 stars I would.   I expected the delivery to be August 4-5 as was anticipated when I ordered my shipment.   It was delivered 5 days early.  This is a the first time we've used Sendle and I'm going to tell everyone I know with dely issues to request Sendle.,"Jul 31, 2021",could give 10 star would expected delivery august anticipated ordered shipment delivered 5 day early first time used sendle going tell everyone know dely issue request sendle
1,Parcel never picked up,"I have shipped my first parcel not picked up for 2 days, then I  cancel the order and delivered myself lucky it is close to me the customer. Second parcel is worse. It was not picked up for another two days I then  dropped it off to BP Wiley Park after dropping off is not collected for another two days which is yesterday. Now today is Saturday I have to wait for Monday see if The parcel can be collected on Monday I regretted sending this parcel with Sendle I should have gone to Australia Post. My customer is waiting I might have to refund her if sth wrong. I hope to find an alternative I will try to call ewe on Monday see if they deliver domestic or not. The Sendle customer service keep assuring me and refunded the postage fee but it won’t work the postage is not much but my customer will not be happy. The problem is it keeps happening. Very frustrated. I hope shopify stop using Sendle anymore so my shopify order can be full filled by a better shipping company. I don’t if it is just me or it is Sendle. this is my experience anyway to share with the public.Ting","Jul 31, 2021",shipped first parcel picked 2 day cancel order delivered lucky close customer second parcel worse picked another two day dropped bp wiley park dropping collected another two day yesterday today saturday wait monday see parcel collected monday regretted sending parcel sendle gone australia post customer waiting might refund sth wrong hope find alternative try call ewe monday see deliver domestic sendle customer service keep assuring refunded postage fee work postage much customer happy problem keep happening frustrated hope shopify stop using sendle anymore shopify order full filled better shipping company sendle experience anyway share
1,their customer service is the worst,"their customer service is the worst. They all are robots, no knowledge, barely understand the case.Have lost many of my parcels and refused to cover the lost even though I bought extra cover insurance for the parcels.The service is the worst. Almost every week had problems and never get fixed.They always try to get away and blame on me of every missing pick ups.Shame on you!","Jul 30, 2021",customer service worst robot knowledge barely understand lost many parcel refused cover lost even though bought extra cover insurance service worst almost every week problem never get always try get away blame every missing pick
5,I'm so glad I found you,"I'm so glad I found you! The items are adorable,  well priced and the fact that you also give back to Hawaii, made it that much more special.  I'll be ordering again, and sharing your site.  Ohana for life!  Mahalo 🌺","Jul 29, 2021",glad found item adorable well priced fact also give back hawaii made much special ordering sharing site ohana life mahalo
5,Item is exactly as described…,Item is exactly as pictured and described.Shipping was extremely fast; mush faster than the estimated delivery dates.,"Jul 29, 2021",item exactly pictured extremely fast mush faster estimated delivery date
5,Sendle is easy to use,"Sendle is easy to use, and most definitely the most reasonable for shipping! I even got my boss hooked on using these services and also several other friends that have small businesses..","Jul 29, 2021",sendle easy use definitely reasonable shipping even got bos hooked using service also several friend small business
5,I love Sendle,I love Sendle. My package arrived today and I only just sent it on Monday!! Coast to coast in three days--thank you Sendle.,"Jul 28, 2021",love sendle package arrived today sent monday coast coast three day thank sendle
5,This site was awesome !,"This site was awesome !! Super easy to use, wayy cheaper prices than what i was getting quoted, and it was easy to track my package online. My delivery was on time no delays ! I highly recommend this site for anyone who ships often","Jul 27, 2021",site awesome super easy use wayy cheaper price getting quoted easy track package online delivery time delay highly recommend site anyone ship often
5,This microphone I got ..I'm so glad for…,"This microphone I got ..I'm so glad for this company..1 St 1 was defective but they immediately corrected this,sent new 1 I just got it and tested it on song foolish games by Jewel and mics powerful.picks up my voice strong !! Thanku ..💗💗💗,!!","Jul 23, 2021",microphone got glad company 1 st 1 defective immediately corrected sent new 1 got tested song foolish game jewel mics voice strong thanku
1,Picked up on the correct day.,"Picked up on the correct day.We sent 5 parcels the maximum distance of 60km away3 were to one address 2 arrived in 4 days the 3rd one 5 daysThe other 2 parcels one took 7 days to travel 50kmThe last one a doozy 9 days to travel 50km and then the driver takes it back to the depot as undeliverable, it was Melbourne university for gods sake its always open!He had 2 contact numbers and an email to contact the customer if there were any problems, but he just chose to leave and not even leave a card!Now I'm stuck here with one seriously unhappy customer, and the only info i get from Sendle is that the parcel has been held at the depot!What depot? well that's a good question because there is no way contact Sendle apart from online feedback and all you get back is an automated email response that directs you to a useless page with the very same ""contact us button"", its like groundhog day but with emails!So with the 5 parcels we chose to send with Sendle to save a few measly dollars for the customer its been nothing but a torturous headache, I'm really feeling that Australia post just isn't that bad.Lets see the Pros and ConsPro'sCheapCon'sNO support whatsoeverSlow delivery serviceDrivers who cant deliver a parcel to one of Australia's biggest universitiesNo phone contactThey ask for customers number and email, then don't use either when they cant complete the taskNot one in five parcels were delivered on timeThe webpage is dysfunctionalNo way to get onto any sort of help at all, no phone contact no email contact no live chat, a parcel that neither i or the customer can no go and collect from a depot because they don't tell you where it is and you cant speak to anyone to find out.Honestly i could probably go one for another few lines but i think you get the ideaI gave them a one star because you are forced to but to be honest id give them a negative 5Still no reply and i have no idea how to get my parcel back, avoid these muppets like the covid","Jul 23, 2021",picked correct sent 5 parcel maximum distance 60km away3 one address 2 arrived 4 day 3rd one 5 daysthe 2 parcel one took 7 day travel 50kmthe last one doozy 9 day travel 50km driver take back depot undeliverable melbourne university god sake always open 2 contact number email contact customer problem chose leave even leave card stuck one seriously unhappy customer info get sendle parcel held depot depot well good question way contact sendle apart online feedback get back automated email response directs useless page contact u button like groundhog day email 5 parcel chose send sendle save measly dollar customer nothing torturous headache really feeling australia post see pro support whatsoeverslow delivery servicedrivers cant deliver parcel one australia biggest universitiesno phone contactthey ask customer number email use either cant complete tasknot one five parcel delivered timethe webpage dysfunctionalno way get onto sort help phone contact email contact live chat parcel neither customer go collect depot tell cant speak anyone find could probably go one another line think get ideai gave one star forced honest id give negative 5still reply idea get parcel back avoid muppets like covid
1,There is NO guarantee and Terrible service,"Job: SJDW6D8I have been using SENDLE since they began in Australia some years ago and at first the operation was fabulous however over the last year there has been SO many lost parcels, unscanned parcels, parcels delivered to the wrong address and the most recent (despite me handing the parcel to the driver personally) parcels that have been deemed by SENDLE as ""no proof of pick up""!Of at least 7 instances of misappropriated deliveries and lost items, only 1 has been honoured with their guarantee of covering lost costs. they say throughout the website that pick ups are not guaranteed to be scanned due to ""broken scanners..... etc"" BUT without a scan there is no guarantee that the parcel is picked up (unless you have security footage). This is just 1 example and an example of what I am currently going through. They are dishonest and will get out of any guarantee anyway they can. They have no honour, they take no accountability and they really do NOT care in the slightest about servicing your business.  They communicate in circles with generic emails and tell you to use their automated ""CHAT"" service which DOES NOT WORK. You can't call them and you are at their complete mercy.  I have made the decision to stop using SENDLE as they do not value my business and are completely disrespectful.","Jul 23, 2021",job sjdw6d8i using sendle since began australia year ago first operation fabulous however last year many lost parcel unscanned parcel parcel delivered wrong address recent despite handing parcel driver personally parcel deemed sendle proof pick least 7 instance misappropriated delivery lost item 1 honoured guarantee covering lost cost say throughout website pick ups guaranteed scanned due broken scanner etc without scan guarantee parcel picked unless security footage 1 example example currently going dishonest get guarantee anyway honour take accountability really care slightest servicing business communicate circle generic email tell use automated chat service work ca call complete mercy made decision stop using sendle value business completely disrespectful
1,Very Poor and unreliable service,Very Poor and unreliable service. My package was not deliveres because they cant find my address which is by thr way so easy to find and I havent had any problem with othet delivery service in the past.they dont contact you to ask even and the redelivery takea forver which is almost 1 month again.,"Jul 22, 2021",poor unreliable service package deliveres cant find address thr way easy find havent problem othet delivery service dont contact ask even redelivery takea forver almost 1 month
5,10/10,"""This was my first shipping company I had tried. I was nervous and hesitant, did lots of research... but Sendle was so easy to set up and understand. No hassle. Quick, efficient, CARBON NEUTRAL! and the best price I found! Very happy with my experience!","Jul 22, 2021",first shipping company tried nervous hesitant lot research sendle easy set understand hassle quick efficient carbon neutral best price found happy experience
5,"Fast, Easy Low Cost Shipping",I did a Google search and stumbled upon Sendle. I signed up and it's been effortlessI love it! I really like how clean and simple the interface is as well. I looked into a few other alternatives for shipping and the interfaces were cluttered and confusing. Thanks Sendle for being awesome!,"Jul 22, 2021",google search stumbled upon sendle signed effortlessi love really like clean simple interface well looked alternative shipping interface cluttered confusing thanks sendle awesome
5,Super cute and they loved them,Super cute and they loved them. Thank you.,"Jul 20, 2021",super cute loved thank
5,The Zodiac bracelet is gorgeous,The Zodiac bracelet is gorgeous! Very well made and I know my nephew will love it! Fast shipping.,"Jul 19, 2021",zodiac bracelet gorgeous well made know nephew love fast shipping
5,My experience with your business was…,My experience with your business was very pleasant and I ordered another bracelet.,"Jul 19, 2021",experience business pleasant ordered another bracelet
5,SENDLE is a great service,"SENDLE is a great service, what more to say, much easier then AP, all done from the KB, bye","Jul 19, 2021",sendle great service say much easier ap done kb bye
5,5 STAR,"got my package before the estimated delivery date, would def recommend using sendle again","Jul 18, 2021",got package estimated delivery date would def recommend using sendle
5,Delivered in perfect shape,"Delivered in perfect shape, THREE DAYS EARLIER THAN ESTIMATED. You can’t beat that!  And, my chips are fresh, as usual. Thank You.","Jul 17, 2021",delivered perfect shape three day earlier estimated beat chip fresh usual thank
5,"Safe, on schedule delivery",The package arrived on schedule and was safely left on the front door mat..Also received an email from Sendle informing me of the delivery.,"Jul 17, 2021",package arrived schedule safely left front door mat also received email sendle informing delivery
